Probe_name	Gene_Name	Gene_desc	Tumor_1_ERPos_expr	Tumor_2_ERNeg_expr
X89399_S_AT	ARHGDIB	Rho GDP dissociation inhibitor (GDI) beta	265	345
U82532_AT	ARHGDIG	Rho GDP dissociation inhibitor (GDI) gamma	198	-127
U64105_AT	ARHGEF1	Rho guanine nucleotide exchange factor (GEF) 1	719	2623
AB002380_AT	ARHGEF12	Rho guanine nucleotide exchange factor (GEF) 12	465	962
D89016_AT	ARHGEF16	Rho guanine exchange factor (GEF) 16	519	572
U72206_AT	ARHGEF2	rho/rac guanine nucleotide exchange factor (GEF) 2	892	1678
U02082_AT	ARHGEF5	Rho guanine nucleotide exchange factor (GEF) 5	328	456
D13631_S_AT	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	362	441
D25304_AT	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	725	406
D63476_AT	ARHGEF7	Rho guanine nucleotide exchange factor (GEF) 7	638	3924
U88047_AT	ARID3A	AT rich interactive domain 3A (BRIGHT-like)	3	141
S57153_S_AT	ARID4A	AT rich interactive domain 4A (RBP1-like)	-238	121
S66427_AT	ARID4A	AT rich interactive domain 4A (RBP1-like)	77	-204
M62324_AT	ARID5A	AT rich interactive domain 5A (MRF1-like)	459	729
L28997_AT	ARL1	ADP-ribosylation factor-like 1	720	119
U07151_AT	ARL3	ADP-ribosylation factor-like 3	834	193
U73960_AT	ARL4A	ADP-ribosylation factor-like 4A	110	266
L38490_S_AT	ARL4D	ADP-ribosylation factor-like 4D	451	637
U25771_AT	ARL4D	ADP-ribosylation factor-like 4D	1	111
D31885_AT	ARL6IP1	ADP-ribosylation factor-like 6 interacting protein 1	3823	5259
L20773_AT	ARMCX6	"armadillo repeat containing, X-linked 6"	1495	720
M83751_AT	ARMET	"arginine-rich, mutated in early stage tumors"	1318	746
M69238_AT	ARNT	aryl hydrocarbon receptor nuclear translocator	112	92
AB000816_S_AT	ARNTL	aryl hydrocarbon receptor nuclear translocator-like	-9	65
U60415_AT	ARNTL	aryl hydrocarbon receptor nuclear translocator-like	13	55
Y08999_AT	ARPC1A	"actin related protein 2/3 complex, subunit 1A, 41kDa"	683	241
AF006084_AT	ARPC1B /// LOC653888	"actin related protein 2/3 complex, subunit 1B, 41kDa /// similar to Actin-related protein 2/3 complex subunit 1B (ARP2/3 complex 41 kDa subunit) (p41-ARC)"	653	433
U50523_AT	ARPC2	"actin related protein 2/3 complex, subunit 2, 34kDa"	2524	2926
AF006087_AT	ARPC4	"actin related protein 2/3 complex, subunit 4, 20kDa"	21	1764
S66793_AT	ARR3	"arrestin 3, retinal (X-arrestin)"	107	-17
X52151_AT	ARSA	arylsulfatase A	296	503
M32373_AT	ARSB	arylsulfatase B	113	558
X83572_AT	ARSD	arylsulfatase D	221	-133
X83573_AT	ARSE	arylsulfatase E (chondrodysplasia punctata 1)	538	108
S74683_AT	ART1	ADP-ribosyltransferase 1	-83	4
U47054_AT	ART3	ADP-ribosyltransferase 3	72	574
X95826_AT	ART4	ADP-ribosyltransferase 4 (Dombrock blood group)	-318	-273
U51269_AT	ARVCF	armadillo repeat gene deletes in velocardiofacial syndrome	882	834
U70063_AT	ASAH1	N-acylsphingosine amidohydrolase (acid ceramidase) 1	868	466
M92449_AT	ASAHL	N-acylsphingosine amidohydrolase (acid ceramidase)-like	440	619
L08424_AT	ASCL1	achaete-scute complex homolog 1 (Drosophila)	41	29
M10058_AT	ASGR1	asialoglycoprotein receptor 1	-61	-19
M11025_S_AT	ASGR2	asialoglycoprotein receptor 2	143	175
U12775_AT	ASIP	"agouti signaling protein, nonagouti homolog (mouse)"	129	43
M14218_AT	ASL	argininosuccinate lyase	-242	-261
U11090_AT	ASMT	acetylserotonin O-methyltransferase	1406	628
U60276_AT	ASNA1	"arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)"	99	50
M27396_S_AT	ASNS	asparagine synthetase	626	341
S67156_AT	ASPA	aspartoacylase (Canavan disease)	72	7
S83325_S_AT	ASPH	aspartate beta-hydroxylase	-48	-135
X01630_AT	ASS1	argininosuccinate synthetase 1	332	986
X97302_AT	ATAD4	"ATPase family, AAA domain containing 4"	557	558
L32832_S_AT	ATBF1	AT-binding transcription factor 1	830	243
X55544_AT	ATF1	activating transcription factor 1	155	-76
X15875_AT	ATF2	activating transcription factor 2	-13	48
L19871_AT	ATF3	activating transcription factor 3	72	355
D90209_AT	ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	1404	5337
AF005887_AT	ATF6	activating transcription factor 6	44	163
X52943_AT	ATF7	activating transcription factor 7	173	226
D82348_AT	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	3038	2848
U67092_S_AT	ATM	"ataxia telangiectasia mutated (includes complementation groups A, C and D)"	1760	2227
U33841_AT	ATM /// LOC651610	"ataxia telangiectasia mutated (includes complementation groups A, C and D) /// similar to Serine-protein kinase ATM (Ataxia telangiectasia mutated) (A-T, mutated)"	-1	10
X91196_S_AT	ATM /// LOC651610 /// NPAT	"ataxia telangiectasia mutated (includes complementation groups A, C and D) /// nuclear protein, ataxia-telangiectasia locus /// similar to Serine-protein kinase ATM (Ataxia telangiectasia mutated) (A-T, mutated)"	50	-69
D31840_S_AT	ATN1	atrophin 1	183	1129
L10377_S_AT	ATN1	atrophin 1	-419	4
U70660_AT	ATOX1	ATX1 antioxidant protein 1 homolog (yeast)	1621	674
L42563_AT	ATP12A	"ATPase, H+/K+ transporting, nongastric, alpha polypeptide"	332	469
Z24724_AT	ATP13A3	ATPase type 13A3	70	463
J05096_RNA1_AT	ATP1A2	"ATPase, Na+/K+ transporting, alpha 2 (+) polypeptide"	88	-8
M37457_AT	ATP1A3	"ATPase, Na+/K+ transporting, alpha 3 polypeptide"	917	604
M37457_S_AT	ATP1A3	"ATPase, Na+/K+ transporting, alpha 3 polypeptide"	-437	-459
U16799_S_AT	ATP1B1	"ATPase, Na+/K+ transporting, beta 1 polypeptide"	3510	2031
M81181_S_AT	ATP1B2	"ATPase, Na+/K+ transporting, beta 2 polypeptide"	-229	415
U51478_AT	ATP1B3	"ATPase, Na+/K+ transporting, beta 3 polypeptide"	2050	4328
U96781_CDS1_AT	ATP2A1	"ATPase, Ca++ transporting, cardiac muscle, fast twitch 1"	205	113
M23114_AT	ATP2A2	"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2"	1037	1619
Z69881_AT	ATP2A3	"ATPase, Ca++ transporting, ubiquitous"	861	793
J04027_AT	ATP2B1	"ATPase, Ca++ transporting, plasma membrane 1"	399	-41
X63575_S_AT	ATP2B2	"ATPase, Ca++ transporting, plasma membrane 2"	60	79
U57971_S_AT	ATP2B3	"ATPase, Ca++ transporting, plasma membrane 3"	87	226
M83363_AT	ATP2B4	"ATPase, Ca++ transporting, plasma membrane 4"	-136	-92
M63962_RNA1_AT	ATP4A	"ATPase, H+/K+ exchanging, alpha polypeptide"	-557	-314
M75110_AT	ATP4B	"ATPase, H+/K+ exchanging, beta polypeptide"	-35	102
D14710_AT	ATP5A1	"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle"	8870	3330
M19483_AT	ATP5B	"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide"	5273	1399
D16562_AT	ATP5C1	"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1"	4869	8528
X63422_AT	ATP5D	"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit"	1275	317
D28383_AT	ATP5F1	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1"	200	-277
X60221_AT	ATP5F1	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1"	3494	2223
D13118_AT	ATP5G1	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9)"	2590	4504
X69908_RNA1_AT	ATP5G2	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9)"	5548	679
U09813_AT	ATP5G3	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C3 (subunit 9)"	2209	2917
M37104_AT	ATP5J	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6"	1492	1166
S77356_AT	ATP5O	"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (oligomycin sensitivity conferring protein)"	2248	8157
X83218_AT	ATP5O	"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (oligomycin sensitivity conferring protein)"	1874	958
U79253_AT	ATP5S	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit s (factor B)"	-103	-65
D16469_AT	ATP6AP1	"ATPase, H+ transporting, lysosomal accessory protein 1"	2789	2457
U17977_AT	ATP6V0A1	"ATPase, H+ transporting, lysosomal V0 subunit a1"	-353	-658
Z71460_AT	ATP6V0A1	"ATPase, H+ transporting, lysosomal V0 subunit a1"	978	1017
D89052_AT	ATP6V0B	"ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b"	1206	1584
M62762_AT	ATP6V0C	"ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c"	2786	1668
X71490_AT	ATP6V0D1	"ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1"	430	138
L09235_AT	ATP6V1A	"ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A"	316	-7
M25809_AT	ATP6V1B1	"ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B1 (Renal tubular acidosis with deafness)"	1408	1617
L35249_S_AT	ATP6V1B2	"ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2"	409	860
J05682_AT	ATP6V1C1	"ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1"	492	410
X76228_AT	ATP6V1E1	"ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1"	873	970
D49400_AT	ATP6V1F	"ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F"	3325	2683
Z94753_S_AT	ATP7A	"ATPase, Cu++ transporting, alpha polypeptide (Menkes syndrome)"	215	304
U49844_AT	ATR	ataxia telangiectasia and Rad3 related	380	389
L34363_S_AT	ATRX /// LOC652458 /// LOC728849	"alpha thalassemia/mental retardation syndrome X-linked (RAD54 homolog, S. cerevisiae) /// similar to Transcriptional regulator ATRX (X-linked helicase II) (X-linked nuclear protein) (XNP) (Znf-HX) /// similar to transcriptional regulator ATRX isoform 1"	-142	-137
U09820_S_AT	ATRX /// LOC728849	"alpha thalassemia/mental retardation syndrome X-linked (RAD54 homolog, S. cerevisiae) /// similar to transcriptional regulator ATRX isoform 1"	865	538
U72935_CDS3_S_AT	ATRX /// LOC728849	"alpha thalassemia/mental retardation syndrome X-linked (RAD54 homolog, S. cerevisiae) /// similar to transcriptional regulator ATRX isoform 1"	360	45
U72936_S_AT	ATRX /// LOC728849	"alpha thalassemia/mental retardation syndrome X-linked (RAD54 homolog, S. cerevisiae) /// similar to transcriptional regulator ATRX isoform 1"	439	779
X79204_AT	ATXN1	ataxin 1	413	275
Z93784_AT	ATXN10	ataxin 10	463	307
U70323_AT	ATXN2	ataxin 2	1839	701
U70671_AT	ATXN2L	ataxin 2-like	1820	2266
S75313_AT	ATXN3	ataxin 3	-33	46
U63332_AT	ATXN3	Ataxin 3	-41	25
X79888_AT	AUH	AU RNA binding protein/enoyl-Coenzyme A hydratase	181	190
X62891_S_AT	AVP	"arginine vasopressin (neurophysin II, antidiuretic hormone, diabetes insipidus, neurohypophyseal)"	-878	-538
U19906_AT	AVPR1A	arginine vasopressin receptor 1A	65	81
D31833_S_AT	AVPR1B	arginine vasopressin receptor 1B	-151	32
L37112_AT	AVPR1B	arginine vasopressin receptor 1B	1189	949
L22206_AT	AVPR2	arginine vasopressin receptor 2 (nephrogenic diabetes insipidus)	-373	-481
AF009674_AT	AXIN1	axin 1	1185	375
M76125_S_AT	AXL	AXL receptor tyrosine kinase	101	33
Z48511_AT	AYP1p1	AYP1 pseudogene 1	22	57
X59766_AT	AZGP1	"alpha-2-glycoprotein 1, zinc-binding"	4508	2452
X76040_AT	AZIN1	antizyme inhibitor 1	442	208
M96326_RNA1_AT	AZU1	azurocidin 1 (cationic antimicrobial protein 37)	624	483
J00105_S_AT	B2M	beta-2-microglobulin	10796	9240
S82297_AT	B2M	beta-2-microglobulin	6530	6361
U79265_AT	B3GNTL1	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1"	-59	271
M83651_AT	B4GALNT1	"beta-1,4-N-acetyl-galactosaminyl transferase 1"	118	-167
D29805_AT	B4GALT1	"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1"	1206	1192
U10473_S_AT	B4GALT1	"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1"	-20	48
X14085_S_AT	B4GALT1	"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1"	1658	1264
L34081_AT	BAAT	bile acid Coenzyme A: amino acid N-acyltransferase (glycine N-choloyltransferase)	-4	2
U66879_AT	BAD	BCL2-antagonist of cell death	959	522
Z35491_AT	BAG1	BCL2-associated athanogene	243	-6
U19180_AT	BAGE	B melanoma antigen	18	-72
U16811_S_AT	BAK1	BCL2-antagonist/killer 1	19	159
U16812_S_AT	BAK1	BCL2-antagonist/killer 1	260	339
X84213_S_AT	BAK1	BCL2-antagonist/killer 1	-135	33
U23070_AT	BAMBI	BMP and activin membrane-bound inhibitor homolog (Xenopus laevis)	194	6786
D87462_AT	BAP1	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)	526	484
U76638_AT	BARD1	BRCA1 associated RING domain 1	625	743
Z37166_AT	BAT1	HLA-B associated transcript 1	3428	7219
M33518_AT	BAT2	HLA-B associated transcript 2	384	387
M33521_AT	BAT3	HLA-B associated transcript 3	1188	1477
U15460_AT	BATF	"basic leucine zipper transcription factor, ATF-like"	97	-74
U82987_AT	BBC3	BCL2 binding component 3	621	-28
U87408_AT	BBS9	Bardet-Biedl syndrome 9	513	447
X80026_AT	BCAM	basal cell adhesion molecule (Lutheran blood group)	144	240
X83425_AT	BCAM	basal cell adhesion molecule (Lutheran blood group)	2138	1099
X81817_AT	BCAP31	B-cell receptor-associated protein 31	3037	2492
U21551_AT	BCAT1	"branched chain aminotransferase 1, cytosolic"	95	212
U62739_AT	BCAT2	"branched chain aminotransferase 2, mitochondrial"	1426	1009
M16474_S_AT	BCHE	butyrylcholinesterase	11	-81
Z14093_AT	BCKDHA	"branched chain keto acid dehydrogenase E1, alpha polypeptide"	44	13
U50708_AT	BCKDHB	"branched chain keto acid dehydrogenase E1, beta polypeptide (maple syrup urine disease)"	-100	75
M13994_S_AT	BCL2	B-cell CLL/lymphoma 2	-4	657
M14745_AT	BCL2	B-cell CLL/lymphoma 2	656	486
U29680_AT	BCL2A1	BCL2-related protein A1	91	400
Z23115_AT	BCL2L1	BCL2-like 1	715	357
D87461_AT	BCL2L2	BCL2-like 2	107	204
U05681_S_AT	BCL3	B-cell CLL/lymphoma 3	1426	783
U00115_AT	BCL6	B-cell CLL/lymphoma 6 (zinc finger protein 51)	714	1937
Z79581_AT	BCL6	B-cell CLL/lymphoma 6 (zinc finger protein 51)	31	104
X89984_AT	BCL7A	B-cell CLL/lymphoma 7A	167	101
X89985_AT	BCL7B	B-cell CLL/lymphoma 7B	511	697
Y13620_AT	BCL9	B-cell CLL/lymphoma 9	310	791
D79986_AT	BCLAF1	BCL2-associated transcription factor 1	1107	1424
X02596_AT	BCR	breakpoint cluster region	503	1252
X14675_AT	BCR	Breakpoint cluster region	472	309
M93107_AT	BDH1	"3-hydroxybutyrate dehydrogenase, type 1"	707	198
U48231_AT	BDKRB1	bradykinin receptor B1	153	8
X86163_AT	BDKRB2	bradykinin receptor B2	136	-15
M61176_AT	BDNF	brain-derived neurotrophic factor	58	112
L38932_AT	BECN1	"beclin 1 (coiled-coil, myosin-like BCL2 interacting protein)"	1706	1320
AF007551_AT	BET1	BET1 homolog (S. cerevisiae)	316	168
U12622_AT	BFSP1	"beaded filament structural protein 1, filensin"	141	162
X04143_AT	BGLAP	bone gamma-carboxyglutamate (gla) protein (osteocalcin)	-160	-177
J04599_AT	BGN	biglycan	1067	516
U50929_AT	BHMT	betaine-homocysteine methyltransferase	-83	-4
X89986_S_AT	BIK	BCL2-interacting killer (apoptosis-inducing)	-27	430
U68485_AT	BIN1	bridging integrator 1	798	465
U37547_AT	BIRC2	baculoviral IAP repeat-containing 2	595	262
U37546_S_AT	BIRC3	baculoviral IAP repeat-containing 3	-35	168
U45878_S_AT	BIRC3	baculoviral IAP repeat-containing 3	2559	124
L32866_AT	BIRC5	Baculoviral IAP repeat-containing 5 (survivin)	81	528
S76617_AT	BLK	B lymphoid tyrosine kinase	-354	-18
U39817_AT	BLM	Bloom syndrome	-30	-171
X92106_AT	BLMH	bleomycin hydrolase	146	149
S82447_S_AT	BLOC1S1	"biogenesis of lysosome-related organelles complex-1, subunit 1"	1162	253
X68149_AT	BLR1	"Burkitt lymphoma receptor 1, GTP binding protein (chemokine (C-X-C motif) receptor 5)"	90	120
U34877_AT	BLVRA	biliverdin reductase A	898	152
D26308_AT	BLVRB	biliverdin reductase B (flavin reductase (NADPH))	2713	697
U79751_AT	BLZF1	basic leucine zipper nuclear factor 1 (JEM-1)	-20	23
L13689_AT	BMI1	BMI1 polycomb ring finger oncogene	1472	910
U50330_AT	BMP1	bone morphogenetic protein 1	-103	219
M22489_AT	BMP2	bone morphogenetic protein 2	-95	32
M22490_AT	BMP4	bone morphogenetic protein 4	645	738
M60314_AT	BMP5	bone morphogenetic protein 5	16	-138
S81957_AT	BMP5	bone morphogenetic protein 5	-47	56
M60315_AT	BMP6	bone morphogenetic protein 6	23	-259
X51801_AT	BMP7	bone morphogenetic protein 7 (osteogenic protein 1)	33	143
M97016_S_AT	BMP8A	bone morphogenetic protein 8a	-122	-145
Z22535_AT	BMPR1A	"bone morphogenetic protein receptor, type IA"	132	-83
U89326_AT	BMPR1B	"bone morphogenetic protein receptor, type IB"	5	50
Z48923_AT	BMPR2	"bone morphogenetic protein receptor, type II (serine/threonine kinase)"	292	134
D80009_AT	BMS1	"BMS1 homolog, ribosome assembly protein (yeast)"	389	458
X83107_AT	BMX	BMX non-receptor tyrosine kinase	-86	27
L03427_AT	BNC1	basonuclin 1	-208	71
U15172_AT	BNIP1	BCL2/adenovirus E1B 19kDa interacting protein 1	465	567
U15173_AT	BNIP2	BCL2/adenovirus E1B 19kDa interacting protein 2	236	-6
U15174_AT	BNIP3	BCL2/adenovirus E1B 19kDa interacting protein 3	151	57
D50914_AT	BOP1 /// LOC727967	block of proliferation 1 /// similar to block of proliferation 1	268	1260
X04327_AT	BPGM	"2,3-bisphosphoglycerate mutase"	151	205
X81372_AT	BPHL	biphenyl hydrolase-like (serine hydrolase; breast epithelial mucin-associated antigen)	527	199
J04739_AT	BPI	bactericidal/permeability-increasing protein	252	221
U05237_AT	BPTF	bromodomain PHD finger transcription factor	1226	1001
M95712_AT	BRAF	v-raf murine sarcoma viral oncogene homolog B1	315	782
L78833_CDS1_AT	BRCA1	"breast cancer 1, early onset"	41	15
U64805_S_AT	BRCA1	"breast cancer 1, early onset"	160	-130
X95152_RNA1_AT	BRCA2	"breast cancer 2, early onset"	-7	100
X64643_AT	BRCC3	"BRCA1/BRCA2-containing complex, subunit 3"	125	172
D42040_S_AT	BRD2	bromodomain containing 2	837	528
S78771_S_AT	BRD2	bromodomain containing 2	1984	953
X62083_S_AT	BRD2	bromodomain containing 2	3440	4291
Z84497_S_AT	BRD2	bromodomain containing 2	1064	880
D26362_AT	BRD3	bromodomain containing 3	2235	1743
X87613_AT	BRD8	bromodomain containing 8	218	134
L38616_AT	BRE	brain and reproductive organ-expressed (TNFRSF1A modulator)	407	426
U75276_S_AT	BRF1	"BRF1 homolog, subunit of RNA polymerase III transcription initiation factor IIIB (S. cerevisiae)"	138	509
M91585_AT	BRPF1	"bromodomain and PHD finger containing, 1"	540	3365
X76498_AT	BRS3	bombesin-like receptor 3	43	215
X64364_AT	BSG	basigin (Ok blood group)	1461	2189
D21878_AT	BST1	bone marrow stromal cell antigen 1	799	-215
D28137_AT	BST2	bone marrow stromal cell antigen 2	1366	2245
S55606_AT	BTC	betacellulin	151	87
U03274_AT	BTD	biotinidase	-419	-1329
M90354_AT	BTF3L1	"basic transcription factor 3, like 1"	-95	-97
X61123_AT	BTG1	"B-cell translocation gene 1, anti-proliferative"	1415	1127
U72649_AT	BTG2	"BTG family, member 2"	2191	5322
Y09943_S_AT	BTG2	"BTG family, member 2"	-1395	-465
D64110_AT	BTG3	"BTG family, member 3"	254	1250
U78027_RNA4_AT	BTK	Bruton agammaglobulinemia tyrosine kinase	166	180
U39576_AT	BTN1A1	"butyrophilin, subfamily 1, member A1"	-354	4
U90543_AT	BTN2A1	"butyrophilin, subfamily 2, member A1"	-370	131
U90543_S_AT	BTN2A1	"butyrophilin, subfamily 2, member A1"	9	293
U90550_AT	BTN2A2	"butyrophilin, subfamily 2, member A2"	550	647
U90552_AT	BTN3A1	"butyrophilin, subfamily 3, member A1"	-198	-13
Y07827_S_AT	BTN3A1	"butyrophilin, subfamily 3, member A1"	8	-43
U90552_S_AT	BTN3A1 /// BTN3A2 /// BTN3A3	"butyrophilin, subfamily 3, member A3 /// butyrophilin, subfamily 3, member A2 /// butyrophilin, subfamily 3, member A1"	735	2214
U90546_AT	BTN3A2	"butyrophilin, subfamily 3, member A2"	215	11
U90546_R_AT	BTN3A2	"butyrophilin, subfamily 3, member A2"	41	885
U97502_RNA1_AT	BTN3A2	"butyrophilin, subfamily 3, member A2"	39	61
U11861_AT	BUD31	BUD31 homolog (S. cerevisiae)	2360	1358
L36720_AT	BYSL	bystin-like	91	801
D13630_AT	BZW1 /// LOC151579	basic leucine zipper and W2 domains 1 /// similar to basic leucine zipper and W2 domains 1	1431	1599
D45370_AT	C10orf116	chromosome 10 open reading frame 116	4556	578
U90916_AT	C11orf32	chromosome 11 open reading frame 32	281	35
U10991_AT	C11orf41	chromosome 11 open reading frame 41	-41	185
U51678_AT	C11orf58	chromosome 11 open reading frame 58	1380	438
X72790_AT	C11orf72	chromosome 11 open reading frame 72	123	429
U79274_AT	C12orf24	chromosome 12 open reading frame 24	331	502
U90909_AT	C14orf32	chromosome 14 open reading frame 32	719	1055
L17330_AT	C15orf31	chromosome 15 open reading frame 31	110	17
X90857_AT	C16orf35	chromosome 16 open reading frame 35	-48	34
Z84722_AT	C16orf35	chromosome 16 open reading frame 35	-120	-151
U95740_RNA2_AT	C16orf45	chromosome 16 open reading frame 45	127	89
AF009426_AT	C18orf1	chromosome 18 open reading frame 1	116	123
L17327_AT	C19orf57	chromosome 19 open reading frame 57	443	39
X95592_AT	C1D	nuclear DNA-binding protein	233	113
U49857_AT	C1orf61	chromosome 1 open reading frame 61	397	-74
K03430_AT	C1QB	"complement component 1, q subcomponent, B chain"	651	2165
M69039_AT	C1QBP	"complement component 1, q subcomponent binding protein"	1272	766
M14058_AT	C1R	"complement component 1, r subcomponent"	1482	1984
J04080_AT	C1S	"complement component 1, s subcomponent"	1930	3687
L09708_AT	C2	complement component 2	330	495
S83364_AT	C20orf24	chromosome 20 open reading frame 24	549	376
U84569_AT	C21orf2	chromosome 21 open reading frame 2	919	1038
D86062_S_AT	C21orf33	chromosome 21 open reading frame 33	10	-106
U53003_AT	C21orf33	chromosome 21 open reading frame 33	803	573
M29204_AT	C2orf3	chromosome 2 open reading frame 3	428	867
K02765_AT	C3 /// LOC653879	complement component 3 /// similar to Complement C3 precursor	1856	605
U28488_S_AT	C3AR1	complement component 3a receptor 1	210	-32
M59815_AT	C4A /// C4B	complement component 4A (Rodgers blood group) /// complement component 4B (Childo blood group)	2577	-303
M62486_AT	C4BPA	"complement component 4 binding protein, alpha"	187	54
L11244_S_AT	C4BPB	"complement component 4 binding protein, beta"	-75	-276
AB000464_AT	C4orf10	chromosome 4 open reading frame 10	267	1308
AB000466_AT	C4orf10	chromosome 4 open reading frame 10	-286	679
D82070_AT	C4orf6	chromosome 4 open reading frame 6	332	590
AB000460_AT	C4orf8	chromosome 4 open reading frame 8	1713	3849
M65134_S_AT	C5	complement component 5	45	160
M62505_AT	C5AR1	complement component 5a receptor 1	-30	12
U30521_AT	C5orf13	chromosome 5 open reading frame 13	971	1039
X72177_RNA1_AT	C6	complement component 6	249	274
U60665_AT	C6orf10	chromosome 6 open reading frame 10	-232	-270
L35592_AT	C6orf137	chromosome 6 open reading frame 137	2	-128
