Gene.Chr	MCF7	BT474	ZR751	T47D	MDAMB468	MDAMB231	BT20
AMPD2.1	2533	82	1069	1353	3628	2928	10936
AMPD3.11	83	326	122	15	255	551	138
AMPH.7	43	55	51	61	4	0	0
AMT.3	125	88	79	273	100	150	39
AMTN.4	16	36	37	10	0	0	0
AMY1A.1	0	0	0	0	0	0	0
AMY1B.1	0	0	0	0	0	0	0
AMY2A.1	0	1	0	0	0	0	0
AMY2B.1	11	366	30	3	20	13	7
AMZ1.7	1674	153	941	4612	9	3	17
AMZ2.17	4471	2831	4226	3311	2007	1912	1909
ANAPC1.2	2746	2103	2161	1852	3967	2843	4701
ANAPC10.4	159	184	221	217	293	193	272
ANAPC11.17	3822	4765	3057	4030	2187	3433	2507
ANAPC13.3	1855	1664	1375	2565	2035	1090	1591
ANAPC2.9	4524	2540	1828	2737	1156	1713	5251
ANAPC4.4	953	826	926	831	1332	860	938
ANAPC5.12	7994	4832	4893	8205	3956	4299	5097
ANAPC7.12	1837	2870	1880	4308	1703	1866	2689
ANG.14	22	41	122	150	68	50	112
ANGEL1.14	4011	2565	1726	3261	873	380	1450
ANGEL2.1	526	1410	2691	1095	1599	711	866
ANGPT1.8	0	2	5	278	0	4	0
ANGPT2.8	1	11	5	8	5	5	3
ANGPT4.20	16	1	1	1	9	132	1
ANGPTL1.1	1	5	9	1	2	0	0
ANGPTL2.9	4	10	0	0	0	1269	0
ANGPTL3.1	0	1	0	0	1	0	0
ANGPTL4.19	185	12	168	681	8	122	39
ANGPTL5.11	0	1	0	0	0	0	0
ANGPTL6.19	31	14	25	4	32	5	11
ANGPTL7.1	3	2	6	0	2	0	2
ANK1.8	357	33	46	175	269	929	9
ANK2.4	27	7	11	60	2	1235	38
ANK3.10	3224	7208	2176	4217	10122	203	2005
ANKAR.2	68	22	12	88	48	44	27
ANKDD1A.15	37	38	53	47	63	49	210
ANKFN1.17	12	32	6	542	0	28	1
ANKFY1.17	6204	4948	2477	3790	4228	3756	10789
ANKH.5	706	399	151	87	4608	3434	4369
ANKHD1-EIF4EBP3.5	60	17	63	106	42	79	62
ANKHD1.5	360	231	235	244	774	142	271
ANKIB1.7	6272	4151	3258	3252	4755	2709	3506
ANKK1.11	3	68	0	13	0	1	0
ANKLE1.19	17	24	14	13	102	23	73
ANKLE2.12	3912	5105	4896	5113	3765	2486	4331
ANKMY1.2	554	548	480	259	550	411	493
ANKMY2.7	629	677	976	970	1900	473	824
ANKRA2.5	527	435	474	541	473	259	431
ANKRD1.10	232	22	35	18	583	18624	96
ANKRD10.13	711	2517	1104	679	3213	667	2333
ANKRD11.16	6614	6478	3851	4121	8231	11334	7111
ANKRD12.18	1310	3212	2799	2118	5856	1977	2089
ANKRD13A.12	1240	2062	2158	2541	3588	1907	14763
ANKRD13B.17	1014	653	695	598	493	915	390
ANKRD13C.1	1108	1136	1012	1388	3717	1096	1366
ANKRD13D.11	2900	1934	5025	1639	1467	1916	1440
ANKRD16.10	411	353	281	403	424	230	349
ANKRD17.4	6578	7184	6190	6033	8412	4654	8726
ANKRD2.10	38	6	46	97	74	0	499
ANKRD20A3.9	0	0	0	0	0	0	0
ANKRD20A4.9	1	1	3	10	1	0	1
ANKRD22.10	40	200	287	913	619	2	0
ANKRD23.2	481	255	164	120	161	55	180
ANKRD24.19	127	17	35	87	7	14	30
ANKRD26.10	621	572	509	1416	755	383	931
ANKRD27.19	4567	3476	3045	1519	4667	2887	5716
ANKRD28.3	3932	3661	2608	2362	4570	8854	7589
ANKRD29.18	14	4	45	27	43	196	0
ANKRD30A.10	1	736	11	11	3	2	0
ANKRD32.5	376	265	457	753	965	493	456
ANKRD33.12	0	1	0	0	1	0	0
ANKRD34A.1	277	15	486	622	79	54	101
ANKRD34B.5	326	18	46	130	40	0	0
ANKRD35.1	353	5	6	38	35	2	18
ANKRD36.2	60	32	13	37	32	19	47
ANKRD36B.2	218	121	153	148	390	120	267
ANKRD37.4	58	162	53	121	65	108	53
ANKRD39.2	1177	134	315	215	274	383	417
ANKRD40.17	1752	6550	2018	2237	1263	2257	1893
ANKRD42.11	326	226	251	518	325	304	199
ANKRD43.5	38	187	156	1102	91	2	0
ANKRD44.2	175	47	40	212	116	326	84
ANKRD45.1	6	12	3	2	6	0	0
ANKRD46.8	662	814	590	610	812	147	165
ANKRD49.11	286	501	400	910	474	321	609
ANKRD5.20	1112	1146	1062	1223	1147	591	767
ANKRD50.4	6796	2842	3343	2355	2662	2355	2662
ANKRD52.12	10138	8120	8414	7707	7424	7159	10262
ANKRD53.2	6	8	7	3	7	28	2
ANKRD54.22	1006	712	709	1388	1047	674	1369
ANKRD55.5	0	3	1	1	12	15	1
ANKRD56.4	420	738	302	582	485	17	389
ANKRD57.2	835	1621	749	908	5060	1163	1765
ANKRD58.x	13	12	19	52	70	10	109
ANKRD6.6	284	159	229	317	318	508	498
ANKRD7.7	0	2	0	0	0	0	0
ANKRD9.14	1823	839	930	1667	583	1181	1534
ANKS1A.6	2776	2345	1807	2040	5813	1621	4658
ANKS1B.12	195	50	339	228	121	1	110
ANKS3.16	689	513	296	536	0	519	518
ANKS4B.16	0	11	40	0	2	0	1
ANKS6.9	1366	720	835	2	2847	3288	1951
ANKZF1.2	2311	1469	1138	634	1722	1210	893
ANLN.7	3237	6704	9539	19676	21300	11986	21984
ANP32A.15	4380	6938	3836	4246	2632	2408	7302
ANP32B.9	12349	8375	8252	4924	11183	9749	10613
ANP32C.4	6	13	5	1	4	1	6
ANP32D.12	1	0	0	0	0	1	0
ANP32E.1	3180	1898	5570	4379	10521	3010	2865
ANPEP.15	40	44	16	2	6444	5	12
ANTXR1.2	943	3599	164	686	3040	5055	11935
ANTXR2.4	8	524	73	81	43	3522	24
ANUBL1.10	87	144	109	471	298	326	166
ANXA1.9	1663	688	499	212	29505	18408	687
ANXA10.4	0	0	0	0	0	6	0
ANXA11.10	4309	3643	3246	3977	9452	8884	6116
ANXA13.8	0	2	0	0	0	2	0
ANXA2.15	17295	6723	5941	20403	31458	30521	52677
ANXA3.4	1813	3121	422	593	10520	4423	1495
ANXA4.2	3354	2147	3105	1508	2574	1585	3046
ANXA5.4	5301	6783	6129	10298	9486	16146	13006
ANXA6.5	2368	12185	8773	25278	1360	25098	591
ANXA7.10	4764	5230	6218	9171	6720	6108	7267
ANXA8.10	0	0	0	0	0	0	0
ANXA8L2.10	15	0	1	0	244	0	64
ANXA9.1	2060	362	834	3340	516	34	1655
AOAH.7	3	8	4	1	21	3	0
AOC2.17	56	89	98	62	78	135	294
AOC3.17	31	94	63	13	34	51	104
AOF1.6	1454	1347	719	1920	4504	717	2191
AOF2.1	5479	5639	2959	4326	10358	4135	4953
AOX1.2	74	40	42	0	109	549	69
AP1B1.22	10513	9190	11086	10650	8895	6747	14654
AP1G1.16	11138	12164	8829	11385	5661	3715	23972
AP1G2.14	6888	8435	4691	3637	2396	1825	13056
AP1GBP1.17	1111	9654	1229	2399	1207	1057	1722
AP1M1.19	2994	813	1000	1968	2196	4301	2116
AP1M2.19	10656	7243	3807	5068	18508	518	7267
AP1S1.7	7160	2266	3140	2072	3870	2144	5151
AP1S2.x	104	264	103	381	275	3746	77
AP1S3.2	647	1003	1665	274	1874	267	387
AP2A1.19	12047	4413	5888	6881	7995	8143	12369
AP2A2.11	2882	3096	890	2201	2479	4284	10373
AP2B1.17	10352	18985	14875	31637	12055	27571	16503
AP2M1.3	24855	21533	11813	40109	8114	17514	27994
AP2S1.19	5007	3057	5834	5681	4084	5555	9019
AP3B1.5	3012	2635	3703	4501	4305	3315	4808
AP3B2.15	349	75	108	8	49	4	251
AP3D1.19	9900	10407	9599	9554	7763	10261	20682
AP3M1.10	2898	3174	4036	8142	4868	3880	3159
AP3M2.8	482	897	1397	1366	825	1369	832
AP3S1.5	1412	850	1992	1179	1531	1236	979
AP3S2.15	3675	2561	3352	2613	2935	1491	3830
AP4B1.1	2598	343	386	382	990	692	1597
AP4E1.15	2353	611	820	1125	2153	771	1831
AP4M1.7	978	521	631	556	539	442	396
AP4S1.14	266	671	107	186	82	51	184
APAF1.12	868	973	1327	1736	1404	1025	1767
APBA1.9	168	151	136	3	89	57	273
APBA2.15	170	1910	304	5	3	1861	441
APBA3.19	531	311	321	348	422	635	782
APBB1.11	11	212	275	327	178	1274	148
APBB1IP.10	6	4	24	2	0	824	1
APBB2.4	8433	955	4559	3099	1433	5201	376
APBB3.5	841	470	277	1018	297	408	461
APC.5	3246	1557	1408	3760	3937	1886	1629
APC2.19	261	229	227	245	46	369	642
APCDD1.18	443	141	119	0	592	0	0
APCDD1L.20	31	70	11	3	7	345	4
APCS.1	0	0	0	0	0	0	0
APEH.3	5849	4636	5884	8583	5839	5547	12403
APEX1.14	10833	16546	5761	4058	11634	3091	7742
APEX2.x	1914	1667	1479	1770	2807	2345	2715
APH1A.1	13706	4353	10491	6507	6862	4852	7727
APH1B.15	405	41	288	297	30	98	437
API5.11	2748	6414	5454	5427	16467	3881	4198
APIP.11	350	661	522	816	1872	706	316
APITD1.1	417	574	579	776	510	369	652
APLN.x	9	57	13	4	32	103	89
APLNR.11	0	8	2	0	1	0	0
APLP1.19	279	722	1528	2038	494	92	832
APLP2.11	14140	35074	27299	76435	36595	47537	49045
APOA1.11	0	4	6	0	0	3	2
APOA1BP.1	2079	3316	5932	5312	3249	1482	4945
APOA2.1	1	6	3	2	0	0	0
APOA4.11	0	0	1	0	0	0	0
APOA5.11	1	0	3	0	0	1	2
APOB.2	0	1	3	0	0	0	0
APOB48R.16	75	687	261	257	24	22	47
APOBEC1.12	0	0	0	0	0	0	0
APOBEC2.6	6	9	1	4	2	2	0
APOBEC3A.22	2	6	0	2	6	1	1
APOBEC3B.22	246	896	546	977	2316	1352	2309
APOBEC3C.22	19	9	26	6	1080	797	1324
APOBEC3D.22	4	15	11	4	30	190	184
APOBEC3F.22	3	500	6	308	1100	344	542
APOBEC3G.22	0	1	1	0	1	177	0
APOBEC3H.22	25	0	5	0	2	1	2
APOBEC4.1	0	1	6	15	4	0	2
APOC1.19	26	1	22	9	17	38	18
APOC2.19	0	0	1	1	2	0	0
APOC3.11	0	3	0	1	2	0	0
APOC4.19	0	5	4	0	1	0	0
APOD.3	2872	6	20303	3563	29	0	4
APOE.19	248	11	54	8421	31	44	38
APOF.12	10	14	8	5	1	0	1
APOH.17	0	2	2	2	0	0	0
APOL1.22	170	4	140	26	1841	1317	1927
APOL2.22	836	1348	698	583	1290	1118	1471
APOL3.22	38	12	89	2	1067	413	222
APOL4.22	4	38	14	0	6	9	82
APOL5.22	0	2	0	0	4	0	0
APOL6.22	176	65	657	189	14519	3172	6898
APOLD1.12	203	563	181	31	542	184	190
APOM.6	53	20	30	118	118	10	52
APOO.x	222	847	549	1299	1150	593	490
APOOL.x	579	783	1277	674	1192	271	465
APP.21	21042	24205	28687	61349	52280	29062	56610
APPBP2.17	38486	14930	3203	3750	1832	1450	1722
APPL1.3	1445	2350	3453	2084	4009	2994	3526
APPL2.12	2185	2165	1137	2009	1080	1389	1661
APRT.16	7518	2366	2969	5673	3191	2959	7013
APTX.9	836	1658	1296	980	1082	1024	1059
AQP1.7	16	33	19	59	1258	54	124
AQP10.1	1	1	3	0	2	0	0
AQP11.11	211	43	12	104	79	38	126
AQP12A.2	0	0	0	0	0	0	0
AQP12B.2	0	0	0	0	0	0	0
AQP2.12	5	6	0	0	22	0	0
AQP3.9	3221	19	2570	43	1249	87	765
AQP4.18	0	5	49	20	15	0	0
AQP5.12	0	7	7	19	24	3	0
AQP6.12	7	3	11	5	3	10	2
AQP7.9	8	5	6	6	0	5	1
AQP8.16	8	13	4	0	3	1	1
AQP9.15	1	0	0	0	9	1	2
AQR.15	2768	2585	3354	3736	2917	2226	5459
AR.x	672	1753	2558	1045	2	11	0
ARAF.x	4360	3280	2694	5594	2764	4486	2351
ARC.8	230	62	34	14	12	14	28
ARCN1.11	10466	8012	9100	16452	15402	11834	13320
ARD1A.x	4291	1408	2369	1607	5255	1375	4804
ARD1B.4	1	3	0	0	2	607	0
AREG.4	426	18	9	67	2	24	3
ARF1.1	21477	24150	45673	30706	21112	19044	24692
ARF3.12	19540	15814	16997	20153	8115	7199	12420
ARF4.3	4366	3900	7571	6367	7721	10668	8349
ARF5.7	7600	6257	3987	3183	4208	2425	8509
ARF6.14	10775	10229	8713	7611	7830	8052	5791
ARFGAP1.20	10990	7737	6181	4182	2302	4980	6004
ARFGAP2.11	5948	4212	3477	4875	3871	2822	3657
ARFGAP3.22	704	1384	1052	1526	4116	1316	1493
ARFGEF1.8	5414	6678	10709	14903	4325	1854	7188
ARFGEF2.20	10147	18124	9764	9083	7906	10108	16991
ARFIP1.4	1431	1926	2405	1410	2300	990	5222
ARFIP2.11	2384	7892	6674	3554	1595	3397	3547
ARFRP1.20	1518	1729	1325	778	925	1971	957
ARG1.6	2	1	1	2	3	0	0
ARG2.14	682	1008	390	1194	920	407	444
ARGFX.3	1	1	4	7	4	0	2
ARGLU1.13	1365	2628	2375	1322	4917	1524	1814
ARHGAP1.11	5911	5816	4423	7592	4057	4191	4771
ARHGAP10.4	874	2220	500	238	785	877	7109
ARHGAP11A.15	1934	2153	4534	5486	5506	2831	7717
ARHGAP11B.15	66	96	89	122	154	59	168
ARHGAP12.10	2642	2475	1486	613	1446	1264	3255
ARHGAP15.2	4	6	38	682	0	0	0
ARHGAP17.16	1775	1585	1761	1520	792	1812	2397
ARHGAP18.6	352	613	375	1039	1424	2996	322
ARHGAP19.10	1024	687	1387	2482	880	1997	574
ARHGAP20.11	0	4	5	0	5	12	2
ARHGAP21.10	1893	1153	1222	1973	2864	2574	7310
ARHGAP22.10	10	103	24	3	25	936	37
ARHGAP24.4	165	151	233	31	194	23	74
ARHGAP25.2	1	9	2	0	24	22	6
ARHGAP26.5	812	525	940	139	1245	3733	852
ARHGAP27.17	1420	1473	1529	2397	1565	1475	5493
ARHGAP28.18	2	5	40	6	988	47	1902
ARHGAP29.1	1278	3227	1696	2513	18258	15438	12423
ARHGAP30.1	102	255	246	113	559	1373	141
ARHGAP4.x	400	204	3950	1098	205	47	221
ARHGAP5.14	2928	5249	3433	4711	5467	2627	8637
ARHGAP6.x	5	187	13	0	9	3	0
ARHGAP8.22	84	155	72	45	93	16	68
ARHGAP9.12	4	16	2	0	4	32	4
ARHGDIA.17	17236	16378	17294	12514	11660	25186	11177
ARHGDIB.12	79	914	6037	462	11237	7308	504
ARHGDIG.16	387	368	48	53	4	0	10
ARHGEF1.19	4346	2216	1304	1812	2558	4790	1842
ARHGEF10.8	1301	1197	1007	1687	1796	1365	1144
ARHGEF10L.1	2854	1687	1488	1318	1286	742	1450
ARHGEF11.1	3484	2600	5655	4098	3071	3601	4369
ARHGEF12.11	5366	9491	8839	12463	14382	13794	19696
ARHGEF15.17	9	14	4	2	5	2	1
ARHGEF16.1	2283	1687	2276	1320	1847	57	2436
ARHGEF17.11	4897	10764	2376	10176	3526	2257	4189
ARHGEF18.19	1699	2721	1346	2753	2605	4835	2985
ARHGEF19.1	1949	852	336	1849	1336	306	1581
ARHGEF2.1	1134	1541	3114	4995	8241	12708	3903
ARHGEF3.3	492	2139	1134	310	887	686	1073
ARHGEF4.2	629	288	228	52	1279	535	1357
ARHGEF5.7	867	915	664	587	1741	190	2133
ARHGEF6.x	41	48	295	938	1648	161	70
ARHGEF7.13	2042	2574	2782	1911	4131	2024	2490
ARHGEF9.x	1041	1635	1644	1119	2783	530	953
ARID1A.1	8278	9592	5166	1880	6400	4224	9996
ARID1B.6	3395	4180	2366	4434	3829	1632	8192
ARID2.12	4216	3478	2434	5994	2395	1403	3005
ARID3A.19	1232	202	676	770	294	51	946
ARID3B.15	339	140	102	283	139	91	212
ARID3C.9	7	16	56	156	69	1	3
ARID4A.14	2236	1605	1616	2207	2321	445	900
ARID4B.1	2586	5444	6178	3774	3639	1155	3067
ARID5A.2	422	221	141	43	775	309	150
ARID5B.10	3414	6817	1167	2281	3014	631	2196
ARIH1.15	6177	6158	4627	3683	4302	2919	6236
ARIH2.3	2602	2916	2985	3105	3991	6130	4943
ARL1.12	2304	2533	5800	6734	2919	2111	2592
ARL10.5	1	4	133	6	24	26	0
ARL11.13	34	0	11	290	92	0	304
ARL13A.x	3	2	6	3	5	1	2
ARL13B.3	394	426	360	482	659	813	485
ARL14.3	12	3	0	0	19	3	10
ARL15.5	915	259	268	504	172	244	186
ARL16.17	361	1025	842	475	1067	418	269
ARL17.17	0	0	0	0	0	0	0
ARL17P1.17	22	29	24	75	18	21	21
ARL2.11	2061	2704	571	1670	2093	5164	1021
ARL2BP.16	1323	2412	1313	1928	2560	1903	1956
ARL3.10	2069	721	2112	4501	1302	1115	343
ARL4A.7	827	620	762	215	680	457	474
ARL4C.2	321	837	620	57	1949	3007	3080
ARL4D.17	97	352	591	1034	242	227	206
ARL5A.2	1673	1636	2129	1219	3747	1194	2493
ARL5B.10	1322	1819	1020	648	1483	704	2130
ARL6.3	74	75	71	204	166	153	157
ARL6IP1.16	10532	15536	27250	24153	9232	10385	16396
ARL6IP2.2	1653	1584	1512	1023	5274	1771	2226
ARL6IP4.12	4450	4345	4211	4329	2152	3426	3031
ARL6IP5.3	2305	3463	3926	3318	4234	2350	7968
ARL6IP6.2	895	912	669	567	1085	971	1045
ARL8A.1	2125	1729	3850	1523	2491	991	1458
ARL8B.3	5186	2983	3478	4344	2581	3653	4708
ARL9.4	2	7	2	1	3	5	4
ARMC1.8	2009	1747	2579	3338	2533	1224	1445
ARMC10.7	1144	707	698	490	1654	677	716
ARMC2.6	56	143	75	74	138	33	188
ARMC3.10	4	10	2	35	0	0	0
ARMC4.10	16	8	0	52	4	198	0
ARMC5.16	1302	703	775	367	452	577	1173
ARMC6.19	3135	700	1042	1509	2281	2414	2880
ARMC7.17	939	576	946	900	661	525	1422
ARMC8.3	2170	2176	1418	2270	2274	1126	2031
ARMC9.2	1055	512	353	385	611	883	360
ARMCX1.x	1058	45	101	163	2	501	12
ARMCX2.x	583	29	649	1222	0	497	465
ARMCX3.x	2999	1226	3374	1783	2	995	1316
ARMCX5.x	695	692	572	303	713	364	445
ARMCX6.x	530	190	347	301	0	194	263
ARMET.3	963	839	2366	2293	1573	2972	1006
ARMETL1.10	34	96	44	75	41	16	15
ARMS2.10	1	0	7	0	2	1	0
ARNT.1	5248	1656	3524	4118	3126	1554	2958
ARNT2.15	1563	1152	415	42	40	1974	125
ARNTL.11	449	258	784	411	818	279	1006
ARNTL2.12	389	90	266	74	1376	1197	471
ARPC1A.7	8607	3306	3905	4302	6408	5328	7321
ARPC1B.7	11241	1791	3315	3456	12540	5205	11645
ARPC2.2	9411	6285	6704	6057	13633	9633	12622
ARPC3.12	3918	3765	4568	6376	3068	2812	4422
ARPC4.3	9375	5305	6334	4810	4528	7013	9850
ARPC5.1	4386	2381	8137	6078	11886	4219	8310
ARPC5L.9	2012	2626	2176	3412	2197	3195	3805
ARPM1.3	131	63	40	71	77	49	124
ARPP-19.15	12628	5191	7673	5521	7479	3591	6515
ARPP-21.3	0	12	0	0	0	0	0
ARR3.x	5	4	3	0	6	4	5
ARRB1.11	1431	2995	961	2522	1625	1916	1381
ARRB2.17	1598	1151	1132	970	1487	197	2357
ARRDC1.9	6229	6741	4367	6124	3005	1472	9339
ARRDC2.19	1520	220	772	528	1809	760	1799
ARRDC3.5	5306	2218	733	1610	1792	1562	960
ARRDC4.15	1780	2114	1486	260	8	245	958
ARRDC5.19	2	8	1	0	11	1	17
ARS2.7	8300	7325	4902	5041	5460	5163	8540
ARSA.22	475	334	687	529	598	221	687
ARSB.5	358	392	585	632	705	1245	1432
ARSD.x	4301	8612	4001	3476	1465	213	2311
ARSE.x	0	8	1	4	0	107	0
ARSF.x	0	3	1	0	0	0	0
ARSG.17	730	444	210	850	116	94	66
ARSH.x	7	52	56	1	7	0	7
ARSI.5	2	6	0	0	31	104	18
ARSJ.4	325	1082	81	416	622	899	4
ARSK.5	123	177	158	689	459	257	189
ART1.11	0	0	0	0	0	0	0
ART3.4	0	1	4	0	94	0	0
ART4.12	61	0	0	33	5	0	8
ART5.11	11	4	0	20	5	0	0
ARTN.1	97	18	89	404	2720	263	42
ARV1.1	617	417	1890	1294	1903	391	404
ARVCF.22	1536	1845	894	408	1377	255	1036
ARX.x	85	234	220	49	4	3	0
AS3MT.10	44	313	6	2341	105	223	0
ASAH1.8	1735	5554	8380	4691	3798	948	5133
ASAH2.10	5	3	2	5	13	4	5
ASAH2B.10	19	20	11	18	21	29	7
ASAH3.19	3	9	25	125	2	0	2
ASAH3L.9	388	185	129	334	118	63	144
ASAM.11	20	3	96	58	19	278	72
ASB1.2	1644	1349	1470	1242	2496	4290	1909
ASB10.7	0	0	1	0	0	0	2
ASB11.x	0	0	2	0	0	0	0
ASB12.x	0	4	0	0	0	1	2
ASB13.10	1881	752	1182	1692	1188	997	893
ASB14.3	19	18	24	10	39	15	17
ASB15.7	0	3	2	3	0	0	4
ASB16.17	84	184	65	93	50	35	137
ASB17.1	0	0	0	0	0	0	0
ASB18.2	4	2	0	2	0	0	8
ASB2.14	1	4	0	0	12	200	0
ASB3.2	698	538	320	416	904	525	959
ASB4.7	0	0	0	0	1	0	1
ASB5.4	0	1	0	0	0	0	0
ASB6.9	1870	2073	1427	1840	1389	1787	2691
ASB7.15	1328	520	612	717	697	409	733
ASB8.12	1199	1304	1076	2232	644	558	665
ASB9.x	146	249	22	8	95	176	71
ASCC1.10	1596	955	699	890	2694	1113	1541
ASCC2.22	2829	3115	3889	2372	3235	2223	4859
ASCC3.6	4979	5365	4162	3492	15073	2366	9374
ASCC3L1.2	40770	20426	14832	18888	25475	17599	40526
ASCL1.12	697	160	0	2	1	0	14
ASCL2.11	761	2970	463	132	32	0	29
ASCL3.11	1	2	0	0	0	0	0
ASCL4.12	0	3	8	0	0	0	0
ASF1A.6	690	1475	334	415	1723	393	1258
ASF1B.19	3123	1939	2009	1718	4315	3496	3587
ASGR1.17	14	20	4	18	0	23	13
ASGR2.17	2	15	4	2	4	1	0
ASH1L.1	5312	3587	8159	5950	8151	2266	7381
ASH2L.8	1339	2197	6700	1985	2116	1247	2946
ASIP.20	7	6	16	5	11	5	7
ASL.7	2073	1125	1132	1683	790	641	2473
ASMT.x	1	1	8	1	0	0	0
ASMT.y	0	0	0	0	0	0	0
ASMTL.x	1236	866	1378	359	600	328	695
ASMTL.y	0	0	0	0	0	0	0
ASNA1.19	4973	5028	2642	3417	4413	2786	4603
ASNS.7	1568	8260	1002	1925	7605	11670	796
ASNSD1.2	1525	1886	1188	1962	2613	1645	1495
ASPA.17	0	0	0	0	0	0	0
ASPH.8	1043	6678	4884	3235	7065	5010	21771
ASPHD1.16	273	19	1253	483	422	442	562
ASPHD2.22	86	27	65	22	54	172	27
ASPM.1	2757	7453	8140	10984	12672	3330	11027
ASPN.9	0	1	0	0	2	0	0
ASPRV1.2	50	51	28	4	44	10	14
ASPSCR1.17	1627	2178	1391	1180	559	611	1231
ASRGL1.11	343	43	402	261	987	121	521
ASS1.9	5614	3427	8703	7005	17675	889	19554
ASTE1.3	310	458	213	477	420	128	265
ASTL.2	80	0	10	14	4	0	0
ASTN1.1	0	23	0	2	1	0	0
ASTN2.9	579	1182	1186	957	106	158	195
ASXL1.20	4058	3898	3122	6445	6324	10975	9906
ASXL2.2	2820	2066	1824	1935	4885	4091	4999
ASXL3.18	4	93	0	0	0	2	0
ASZ1.7	1	14	0	0	0	0	0
ATAD1.10	1306	2147	2281	3896	3908	2199	767
ATAD2.8	6933	8219	7309	12209	6315	7558	6752
ATAD2B.2	1951	1557	1249	1121	2355	411	1297
ATAD3A.1	1525	1258	1104	1051	1400	2314	2639
ATAD3B.1	913	673	672	365	633	950	1343
ATAD3C.1	26	7	37	24	70	1	35
ATAD4.17	1930	1879	3820	930	849	2	140
ATAD5.17	222	600	793	1027	1108	819	935
ATCAY.19	2	25	13	3	4	1	2
ATE1.10	729	300	768	698	776	963	554
ATF1.12	1358	695	697	1222	1377	940	1497
ATF2.2	1080	1511	1119	1215	1584	1806	3201
ATF3.1	391	609	434	655	2089	772	1250
ATF4.22	5830	15124	4437	5796	21007	10944	5893
ATF5.19	2849	4711	3971	1053	770	707	3454
ATF6.1	1130	3772	2304	3694	3300	2996	4347
ATF7.12	1128	1314	646	1035	785	611	808
ATF7IP.12	3160	3366	2066	2115	4411	2811	4064
ATF7IP2.16	196	12	13	161	253	60	146
ATG10.5	216	117	263	361	255	105	317
ATG12.5	1224	672	1268	866	1384	870	947
ATG16L1.2	1925	2410	2341	1057	2270	1154	2437
ATG16L2.11	894	864	617	388	297	622	95
ATG2A.11	4295	5760	867	2664	1954	7528	3835
ATG2B.14	3996	2600	2490	3037	1087	1536	2073
ATG3.3	1855	3051	2563	3306	3263	2041	4467
ATG4A.x	380	351	690	546	1525	157	1185
ATG4B.2	4584	3077	2159	1975	2893	1613	4346
ATG4C.1	235	269	139	317	847	214	299
ATG4D.19	1677	1986	1211	872	3329	1005	1016
ATG5.6	1443	1339	1464	1356	4654	1292	4981
ATG7.3	1217	931	766	1054	568	1329	1266
ATG9A.2	5649	3323	2414	2939	5520	5479	3994
ATG9B.7	74	43	45	16	19	6	350
ATHL1.11	1320	112	331	374	740	637	2436
ATIC.2	9742	5411	8023	8795	9655	4907	7926
ATL3.11	2059	1818	1892	4113	4848	4513	3973
ATM.11	1184	1601	1600	3263	2387	3055	3479
ATMIN.16	5506	4164	2723	4025	7187	1372	9714
ATN1.12	10618	12096	23169	4220	6138	6892	25080
ATOH1.4	0	0	1	0	0	0	0
ATOH7.10	6	8	0	0	3	4	7
ATOH8.2	47	42	15	5	6	14	79
ATOX1.5	2257	697	1274	2127	1443	2624	2636
ATP10A.15	0	2	128	1982	29	152	0
ATP10B.5	7	5	148	66	24	0	0
ATP10D.4	75	126	294	715	708	1661	838
ATP11A.13	4046	1041	4417	1145	7834	6515	5998
ATP11B.3	2104	4708	3176	3335	4031	4843	6078
ATP11C.x	2487	796	1151	854	64	673	2926
ATP12A.13	6	4	7	0	0	0	6
ATP13A1.19	6875	2443	3422	2906	4678	3177	4817
ATP13A2.1	3868	1707	2276	5729	4032	6854	5269
ATP13A3.3	4119	9247	8152	21871	10563	9907	12537
ATP13A4.3	42	252	215	41	78	2	4
ATP13A5.3	2	32	440	0	282	0	2
ATP1A1.1	32699	14846	37119	15224	71526	62400	85108
ATP1A2.1	10	62	29	7	35	9	7
ATP1A3.19	403	91	451	758	84	566	97
ATP1A4.1	1	45	3	8	3	1	0
ATP1B1.1	4532	6043	7300	3127	9551	2712	4645
ATP1B2.17	8	9	5	15	8	6	11
ATP1B3.3	2940	2583	2905	6866	5734	3412	5069
ATP1B4.x	0	0	0	0	0	0	0
ATP2A1.16	98	78	63	105	43	73	119
ATP2A2.12	14953	15110	18750	32953	20747	20368	19212
ATP2A3.17	13213	25785	9808	1950	211	108	3134
ATP2B1.12	6025	2459	2107	3705	3239	7440	1810
ATP2B2.3	21	8	5	0	0	70	3
ATP2B3.x	1	4	1	2	2	0	0
ATP2B4.1	4645	2488	7648	3037	12424	4781	11325
ATP2C1.3	4309	5262	5413	5908	6811	3483	7562
ATP2C2.16	1211	2678	1504	1025	2505	17	240
ATP4A.19	4	9	7	0	5	0	2
ATP4B.13	0	2	0	0	0	0	0
ATP5A1.18	12818	31451	27180	20735	15035	13385	9616
ATP5B.12	30976	43931	24809	59273	23556	27819	27553
ATP5C1.10	6805	5162	5781	9621	8630	3744	3066
ATP5D.19	5099	1118	1550	2446	1375	2687	2591
ATP5E.20	12361	2652	4441	7870	2520	4397	6695
ATP5F1.1	4112	2867	3983	5572	6960	5002	8823
ATP5G1.17	2785	5111	2004	3112	1427	1951	1129
ATP5G2.12	10976	6984	6789	12567	2797	4588	3828
